"(PDH-CSV 4.0) (SE Asia Standard Time)(-420)","\\DESKTOP-40KCB18\Processor(_Total)\% Processor Time"
"04/14/2020 13:00:23.996"," "
"04/14/2020 13:00:28.997","6.3442814845582891081"
"04/14/2020 13:00:33.997","18.911491561185489019"
"04/14/2020 13:00:38.998","46.13654135133848655"
"04/14/2020 13:00:43.999","39.815537258632275552"
"04/14/2020 13:00:48.999","20.132199951697081985"
"04/14/2020 13:00:54.000","64.648944227118661843"
"04/14/2020 13:00:59.000","99.960942209648635526"
"04/14/2020 13:01:04.082","100"
"04/14/2020 13:01:09.067","100"
"04/14/2020 13:01:14.005","55.505368629489083787"
"04/14/2020 13:01:19.006","33.057701908447370442"
"04/14/2020 13:01:24.006","29.103510235538731621"
"04/14/2020 13:01:29.007","30.32454270603869162"
"04/14/2020 13:01:33.992","20.222100668637221332"
"04/14/2020 13:01:38.992","8.9985649437539727558"
"04/14/2020 13:01:43.993","10.475795554889833383"
"04/14/2020 13:01:48.993","9.5359939324781812786"
"04/14/2020 13:01:53.993","10.589564275481698985"
"04/14/2020 13:01:58.994","9.9253889098325114304"
"04/14/2020 13:02:03.994","8.4803875198016687165"
"04/14/2020 13:02:08.994","8.720369011473739107"
"04/14/2020 13:02:13.995","8.6032406394919931358"
"04/14/2020 13:02:18.995","8.9854479717139330575"
