"(PDH-CSV 4.0) (SE Asia Standard Time)(-420)","\\DESKTOP-40KCB18\Processor(_Total)\% Processor Time"
"04/14/2020 08:54:40.569"," "
"04/14/2020 08:54:45.570","20.597874903529501012"
"04/14/2020 08:54:50.555","55.966727218005772215"
"04/14/2020 08:54:55.556","27.821080629934712647"
"04/14/2020 08:55:00.573","70.723576061514791036"
"04/14/2020 08:55:05.559","98.237390246756064016"
"04/14/2020 08:55:10.561","34.088508674477047578"
"04/14/2020 08:55:15.562","19.418223242951736296"
"04/14/2020 08:55:20.562","19.854438212120030016"
"04/14/2020 08:55:25.562","17.385708804763478241"
"04/14/2020 08:55:30.563","14.773654026317640131"
"04/14/2020 08:55:35.564","7.9046594879872200679"
"04/14/2020 08:55:40.564","7.814802786226405118"
"04/14/2020 08:55:45.564","8.2538928032783065447"
"04/14/2020 08:55:50.565","9.1048616756184035381"
"04/14/2020 08:55:55.565","8.4009476460155436683"
"04/14/2020 08:56:00.565","9.7794532010024184387"
"04/14/2020 08:56:05.566","11.877641908295588635"
"04/14/2020 08:56:10.567","8.1025622464896080999"
"04/14/2020 08:56:15.567","10.640800493656710657"
"04/14/2020 08:56:20.568","7.8179110886191001129"
"04/14/2020 08:56:25.569","9.1582527494714405236"
"04/14/2020 08:56:30.569","7.7416644085117276575"
"04/14/2020 08:56:35.569","7.7738528621850599976"
"04/14/2020 08:56:40.570","8.4580072372187231622"
"04/14/2020 08:56:45.555","10.203328999857774306"
